Indicators,BNC,BPH,BUH,CAPITALBK,SOGEBK,UNIBNK,SOGEBL,CBNA,TOTAL,Parts1_fr,Parts2_fr,Parts1_en,Parts2_en,Date,Indicators_en,SCOTIA,BICH,PROMOBK,SOCABK,SOCABL,BHD ,BHD *
prets,187239.4888,26502.29288,52695.71006,151099,321503.49948,347665.75779,59008.454099999995,36094,1229348.20311,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2014-03-01,Loans,47540,,,,,,
interets sur bons b.r.h.,29093.13601,698.85713,99.71429,1796,2298.62637,973.00793,0,35,34994.34173,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2014-03-01,Interest on central bank bills,0,,,,,,
autres,43087.29866,81.65484000000001,22.12510607600001,3781,56474.82488,12766.57516,8578.574840000001,93,125581.053486076,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2014-03-01,Other,696,,,,,,
depenses d'interet,18803.226130000003,3139.1429500000004,2332.7235499999997,11742,41271.53031,29752.34383,23358.605079999998,1716,132874.57185,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2014-03-01,Interest expenses,759,,,,,,
commissions,85134.4711,7554.83836,19355.76527,79168,223292.60824,255332.2095500001,6776.01437,16645,708919.90689,Autres revenus,Autres revenus,Other income,Other income,2014-03-01,Commission banking fees,15661,,,,,,
gains sur change,20744.08842,4335.30867,6842.2361,22935,56402.79042,71718.50473,3385.83151,31335,226953.75984999997,Autres revenus,Autres revenus,Other income,Other income,2014-03-01,Foreign exchange gains,9255,,,,,,
autres,8016.5053800000005,563.74563,9070.601045856,6481,92358.43735000001,221359.00788,6063.2173,2066,344633.514585856,Autres revenus,Autres revenus,Other income,Other income,2014-03-01,Other,-1345,,,,,,
produit net bancaire,354511.76223999995,36597.55456,85753.42832193199,253518,711059.2564300001,880062.7192100001,60453.48703999999,84552,2537556.207801932,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2014-03-01,Net banking income,71048,,,,,,
dotation a la provision pour creances douteuses,5670.08966,13007.77253,2559.2770499999997,5864,91132.05554999999,12098.128359999999,2250,37724,167255.62315,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2014-03-01,Allowance for bad debts,-3049.7,,,,,,
et impots sur le revenu,348841.67257999995,23589.782029999995,83194.15127193199,247654,619927.2008800001,867964.5908500002,58203.48703999999,46828,2370300.584651932,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2014-03-01,Earnings before operating expenses and income tax,74097.7,,,,,,
salaires et avantages sociaux,141498.65476,18239.9751,43056.87715,65338,219665.78319,185944.74163,13491.198349999999,23583,732042.23018,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2014-03-01,Salaries and benefits,21224,,,,,,
frais de locaux,16869.07006,1496.32198,15869.13666333333,22846,19985.514010000006,21447.82676,5111.45783,3096,111791.32730333332,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2014-03-01,Premises expenses,5070,,,,,,
amortissement,16187.521820000002,1644.7807400000002,7149.7029999999995,11674,38442.44712999999,43318.94487,2587.71837,6525,128636.11593000001,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2014-03-01,Amortization,1106,,,,,,
autres depenses d'exploitation,74430.36846,9170.27065,28580.924481646,81954,242178.51201,208317.74441,13716.71016,8563,699986.530171646,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2014-03-01,Other operating expenses,33075,,,,,,
benefice avant impots sur le revenu,99856.05747999996,-6961.566440000002,-11462.490023047343,65842,99654.94454000011,408935.33318000013,23296.402329999997,5061,697844.3810669528,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2014-03-01,Profit before income tax,13622.699999999997,,,,,,
impots sur le revenu,0,0,0,13169,16245,13824.25867,6290.02863,1569,55411.787299999996,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2014-03-01,Income taxes,4314.5,,,,,,
benefice net (perte nette),99856.05747999996,-6961.566440000002,-11462.490023047343,52673,83409.94454000011,395111.0745100001,17006.373699999996,3492,642432.5937669529,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2014-03-01,Net profit (loss),9308.199999999997,,,,,,
prets,172741.02798999997,27205.00993,47620.8451,131194,284778.55221999995,271221.28612999996,50561.796350000004,30495,1082036.51772,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2013-03-01,Loans,66219,,,,,,
interets sur bons b.r.h.,16563.65284,0,0,151,3062.58299,42483.80929999999,0,3184,65522.04512999999,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2013-03-01,Interest on central bank bills,77,,,,,,
autres,54711.60355,1589.9571700000001,3472.378837126,4860,76161.84665,9443.1136,7437.35255,290,158877.25235712604,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2013-03-01,Other,911,,,,,,
depenses d'interet,7905.168589999999,1631.3537099999999,2253.13065,7171,32188.69092,18669.77566,13940.29906,2302,87285.41859,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2013-03-01,Interest expenses,1224,,,,,,
commissions,102867.83392,7033.97673,9461.66886,71220,203667.82867000002,202375.64450000002,5401.85464,14639,634529.8073200001,Autres revenus,Autres revenus,Other income,Other income,2013-03-01,Commission banking fees,17862,,,,,,
gains sur change,12879.13162,2223.01631,2594.46589,16033,59939.413080000006,82236.82699999999,2145.38586,16727,202733.23976,Autres revenus,Autres revenus,Other income,Other income,2013-03-01,Foreign exchange gains,7955,,,,,,
autres,11457.146649999999,4811.85053,36643.81097851,6099,74550.86481,139031.76404,1831.29475,0,282691.73175851,Autres revenus,Autres revenus,Other income,Other income,2013-03-01,Other,8266,,,,,,
produit net bancaire,363315.22797999997,41232.45696,97540.039015636,222386,669972.3975,728122.66891,53437.38509,63033,2339105.1754556363,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2013-03-01,Net banking income,100066,,,,,,
dotation a la provision pour creances douteuses,20000,8063.635,3900.12943,4263,87984.96073,12000,7105.22458,0,122565.64974000001,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2013-03-01,Allowance for bad debts,-20751.300000000003,,,,,,
et impots sur le revenu,343315.22797999997,33168.82196,93639.90958563599,218123,581987.4367699999,716122.66891,46332.16051,63033,2216539.5257156366,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2013-03-01,Earnings before operating expenses and income tax,120817.3,,,,,,
salaires et avantages sociaux,134636.14263000002,16675.71499,25901.864650000003,59488,198918.37774,170996.74452,12821.22362,27429,669245.0681500001,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2013-03-01,Salaries and benefits,22378,,,,,,
frais de locaux,10706.40191,1624.14694,11429.30156,19218,19384.810630000004,20357.080009999998,2608.36794,4560,94420.10899000001,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2013-03-01,Premises expenses,4532,,,,,,
amortissement,17027.2889,1496.44702,5985.196610000001,9649,32238.406349999997,42420.04148,1811.4101600000001,3817,115757.79052,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2013-03-01,Amortization,1313,,,,,,
autres depenses d'exploitation,69354.98148999999,8058.67972,31552.082352822,70850,205211.54236999998,189876.53112,9922.68276,20912,625843.499812822,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2013-03-01,Other operating expenses,20105,,,,,,
benefice avant impots sur le revenu,111590.41304999997,5313.833290000002,18771.46441281399,58918,126234.29967999994,292472.27178,19168.47603,6315,711273.0582428146,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2013-03-01,Profit before income tax,72489.3,,,,,,
impots sur le revenu,0,0,0,11784,25636.17948,41431.13824,5175.48853,2045,107818.29624999998,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2013-03-01,Income taxes,21746.489999999998,,,,,,
benefice net (perte nette),111590.41304999997,5313.833290000002,18771.46441281399,47134,100598.12019999995,251041.13354,13992.987500000003,4270,603454.7619928146,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2013-03-01,Net profit (loss),50742.810000000005,,,,,,
prets,250716.1194,24762.76239,98005.99061000001,195336,441334.54777000006,592916.5894299999,85225.36502999999,37506,1769951.37463,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2015-06-01,Loans,44148,,,,,,
interets sur bons b.r.h.,109373.2769,3124.48769,0,7828,14439.87948000001,7596.73077,0,16150,158512.37484,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2015-06-01,Interest on central bank bills,0,,,,,,
autres,91785.02881000002,2621.14866,5600.6044993079995,7734,76544.30268000001,29152.576740000004,16600.164129999997,339,231257.82551930804,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2015-06-01,Other,881,,,,,,
depenses d'interet,46003.65972,9319.701980000002,13742.18463,23844,77680.87315,128696.31412999998,35873.542669999995,8357,344039.27628,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2015-06-01,Interest expenses,522,,,,,,
commissions,94278.88334,7875.40352,36831.68156,102596,250391.95307999995,305484.05383000005,5486.14666,12532,836908.12199,Autres revenus,Autres revenus,Other income,Other income,2015-06-01,Commission banking fees,21432,,,,,,
gains sur change,5033.292459999999,3534.1147,38429.80716999995,61947,39407.603310000006,99110.05313,3800.6567,45817,305827.52747,Autres revenus,Autres revenus,Other income,Other income,2015-06-01,Foreign exchange gains,8748,,,,,,
autres,7280.859329999999,751.42792,8873.34978,4067,88951.89330200001,371375.43308,1242.1845100000003,170,487762.147922,Autres revenus,Autres revenus,Other income,Other income,2015-06-01,Other,5050,,,,,,
produit net bancaire,512463.80052000005,33349.64289999999,173999.24898930796,355664,833389.306472,1276939.1228500002,76480.97435999998,104157,3446180.096091308,Produit net bancaire,Produit net bancaire,Net banking income,Net banking income,2015-06-01,Net banking income,79737,,,,,,
dotation a la provision pour creances douteuses,40000,9047.257,18824.98639,7129,121170.76997,23680.843999999997,6450,-6802,224419.85735999997,Dotation a la provision pour creances douteuses,Dotation a la provision pour creances douteuses,Allowance for bad debts,Allowance for bad debts,2015-06-01,Allowance for bad debts,4919,,,,,,
et impots sur le revenu,472463.80052000005,24302.385899999994,155174.26259930796,348535,712218.536502,1253258.2788500001,70030.97435999998,110959,3221760.2387313084,Et impots sur le revenu,Et impots sur le revenu,Earnings before operating expenses and income tax,Earnings before operating expenses and income tax,2015-06-01,Earnings before operating expenses and income tax,74818,,,,,,
salaires et avantages sociaux,214602.92965,19765.76906,45534.215038504,74918,240532.07449000003,247173.57059000002,14509.731600000001,25883,905933.2904285041,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2015-06-01,Salaries and benefits,23014,,,,,,
frais de locaux,20155.36438,2265.14902,19274.06135,22990,21729.059460000004,24134.42358,6367.65145,7317,129545.70924000001,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2015-06-01,Premises expenses,5313,,,,,,
amortissement,20467.15134,1935.62528,4521.82014,11981,50194.71071,50002.89682000001,2661.3082,5047,148657.51249000002,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2015-06-01,Amortization,1846,,,,,,
autres depenses d'exploitation,72628.99126,9730.42179,28795.487610000004,93938,212091.23243,258187.60562,15532.341149999998,27320,765903.0798599999,Depenses d'exploitation,Depenses d'exploitation,Operating expenses,Operating expenses,2015-06-01,Other operating expenses,47679,,,,,,
benefice avant impots sur le revenu,144609.36389000004,-9394.57925000001,57048.67846080396,144708,187671.4594119999,673759.7822400001,30959.941959999982,45392,1271720.6467128042,Benefice avant impots sur le revenu,Benefice avant impots sur le revenu,Profit before income tax,Profit before income tax,2015-06-01,Profit before income tax,-3034,,,,,,
impots sur le revenu,0,0,17114.603538241045,28941,37800,107710.99721999999,8359.18433,13913,215524.785088241,Impots sur le revenu,Impots sur le revenu,Income taxes,Income taxes,2015-06-01,Income taxes,1686,,,,,,
benefice net (perte nette),144609.36389000004,-9394.57925000001,39934.07492256291,115767,149871.4594119999,566048.7850200001,22600.757629999982,31479,1056195.861624563,Benefice net (perte nette),Benefice net (perte nette),Net profit (loss),Net profit (loss),2015-06-01,Net profit (loss),-4720,,,,,,
prets,209464.91981,27698.85685,59172.344399999994,175226,393391.12294000003,407457.05684000003,61440.94819000001,37588,1418432.2490299998,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2014-06-01,Loans,46993,,,,,,
interets sur bons b.r.h.,19795.35385,1755.7043999999999,10.28571,194,889.2198699999999,55.49207,0,333,23033.0559,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2014-06-01,Interest on central bank bills,0,,,,,,
autres,80210.3406,87.22057,20.479296892000022,1483,60255.88383999999,13545.479199999998,11061.864739999999,143,168004.26824689197,Revenus nets d'interet,Revenus d'interet,Net interest income,Interest income,2014-06-01,Other,1197,,,,,,
depenses d'interet,19301.78924,2379.49243,3282.64404,13915,57406.39503,67772.68777,27704.631069999996,2415,195090.63958000002,Revenus nets d'interet,Depenses d'interet,Net interest income,Interest expenses,2014-06-01,Interest expenses,913,,,,,,
commissions,98772.31857,5439.22284,21817.35955,92740,241463.64935,250481.32035,4873.755279999999,20554,753289.62594,Autres revenus,Autres revenus,Other income,Other income,2014-06-01,Commission banking fees,17148,,,,,,
